,City,float_value,id,label,type,percent_value,string_value,currency_dollar_value,int_value,url_value
9,toronto,,LGBT-DETAIL-MARRIAGE,LGBT marriage rights,string,,✔ Legal,,,
10,toronto,,LGBT-DETAIL-OPINION-PERCENT-IN-FAVOR,Homosexuality acceptance (percent of the surveyed population in favor),percent,0.8,,,,
11,toronto,82.02,LGBT-INDEX,LGBT Equality Index,float,,,,,
12,toronto,0.8369,LGBT-INDEX-TELESCORE,LGBT Equality Index [Teleport score],float,,,,,
13,toronto,0.7487,TOLERANCE-TOWARDS-MINORITIES-TELESCORE,Tolerance towards minorities [Teleport score],float,,,,,
0,toronto,28.12,NETWORK-DOWNLOAD,Download speed (Mbps),float,,,,,
1,toronto,0.4534,NETWORK-DOWNLOAD-TELESCORE,Internet access (download) [Teleport score],float,,,,,
2,toronto,9.48,NETWORK-UPLOAD,Upload speed (Mbps),float,,,,,
3,toronto,0.4232,NETWORK-UPLOAD-TELESCORE,Internet access (upload) [Teleport score],float,,,,,
0,toronto,76.0,ELEVATION,Urban area elevation (meters),float,,,,,
1,toronto,543.5,ELEVATION-PEAKS,Median peak in meters,float,,,,,
2,toronto,0.2328,ELEVATION-PEAKS-TELESCORE,Elevation (hills or mountains) [Teleport score],float,,,,,
3,toronto,0.886,SEASIDE-ACCESS-TELESCORE,Water access [Teleport score],float,,,,,
4,toronto,1.0,SEASIDE-WATERBODY,Seaside waterbody,float,,,,,
0,toronto,0.7199,AIR-POLLUTION-TELESCORE,Air quality [Teleport score],float,,,,,
1,toronto,0.7092,CLEANLINESS-TELESCORE,Cleanliness [Teleport score],float,,,,,
2,toronto,0.7119,DRINKING-WATER-QUALITY-TELESCORE,Drinking water quality [Teleport score],float,,,,,
3,toronto,0.73,URBAN-GREENERY-TELESCORE,Urban greenery [Teleport score],float,,,,,
0,toronto,0.7056,CRIME-RATE-TELESCORE,Crime rate [Teleport score],float,,,,,
1,toronto,,GUN-DEATH-RATE,"Gun-related deaths per 100,000 residents per year",int,,,,1.97,
2,toronto,0.9478,GUN-DEATH-SCORE-TELESCORE,Lack of gun related deaths [Teleport score],float,,,,,
3,toronto,,GUN-OWNERSHIP,Guns per 100 residents,int,,,,30.8,
4,toronto,0.8331,GUN-OWNERSHIP-SCORE-TELESCORE,Lack of guns [Teleport score],float,,,,,
5,toronto,0.8905,GUN-SCORE-TELESCORE,Lack of guns and gun-related deaths [Teleport score],float,,,,,
0,toronto,0.8828,COWORKING-SPACES-TELESCORE,Coworking spaces [Teleport score],float,,,,,
1,toronto,,EVENTS-COUNT,Startup events,int,,,,1145.0,
2,toronto,,EVENTS-LAST-12-MONTHS,Number of startup events in the last 12 months,int,,,,4639.0,
3,toronto,1.0,EVENTS-TELESCORE,Startup events [Teleport score],float,,,,,
4,toronto,,FUNDERBEAM-TOTAL-STARTUPS,Total number of startups,int,,,,2640.0,
5,toronto,,MEETUPS-DETAIL-TOTAL-EVENTS,Number of upcoming meetup events,int,,,,192.0,
6,toronto,,MEETUPS-GROUPS,Meetups groups,int,,,,200.0,
7,toronto,,MEETUPS-MEMBERS,Meetups members,int,,,,256440.0,
8,toronto,0.9519,MEETUPS-TELESCORE,Meetups [Teleport score],float,,,,,
9,toronto,,STARTUP-CLIMATE-INVESTORS,Number of investors,int,,,,483.0,
10,toronto,,STARTUP-CLIMATE-NEW-STARTUPS,Average monthly increase in number of startups,int,,,,77.0,
11,toronto,1.0,STARTUP-CLIMATE-NEW-STARTUPS-TELESCORE,Average monthly increase in number of startups [Teleport score],float,,,,,
12,toronto,0.8557,STARTUP-CLIMATE-SCENE-TELESCORE,Startup climate scene [Teleport score],float,,,,,
13,toronto,0.9962,STARTUP-CLIMATE-STARTUPS-TELESCORE,Startups [Teleport score],float,,,,,
14,toronto,,WORKFROM-COWORKING-SPACES-COUNT,Coworking spaces on WorkFrom.co,int,,,,75.0,
0,toronto,,COMPANY-PROFIT-TAX-RATE,Profit tax (%% of profit),percent,0.21,,,,
1,toronto,0.9574,COMPANY-PROFIT-TAX-RATE-TELESCORE,Effective company profit tax rate on payouts as dividends [Teleport score],float,,,,,
2,toronto,0.4975,INCOME-TAX-TELESCORE,Income tax level [Teleport score],float,,,,,
3,toronto,,TAX-VAT,VAT (Sales Tax),percent,0.05,,,,
4,toronto,,TIME-OVERHEAD-COMPANY-TAXES,Time overhead to file company taxes,int,,,,131.0,
0,toronto,,HUMAN-CITIES-PAGE-URLS,Human city page,url,,,,,http://cities.human.co/details/Canada/Toronto
1,toronto,0.4948,TRAFFIC-INDEX-TELESCORE,Traffic handling [Teleport score],float,,,,,
0,toronto,,AIRPORT-HUB-INDEX-DETAIL,Airport hub,int,,,,148.0,
1,toronto,0.6491,AIRPORT-HUB-TELESCORE,Airport hub [Teleport score],float,,,,,
2,toronto,0.2179,TRAIN-TRANSPORT-TELESCORE,Intercity train connectivity [Teleport score],float,,,,,
0,winnipeg,81.8,BUSINESS-FREEDOM,Business freedom,float,,,,,
1,winnipeg,0.8027,BUSINESS-FREEDOM-TELESCORE,Business freedom [Teleport score],float,,,,,
2,winnipeg,81.0,CORRUPTION-FREEDOM,Freedom from corruption,float,,,,,
3,winnipeg,0.8871,CORRUPTION-FREEDOM-TELESCORE,Freedom from corruption [Teleport score],float,,,,,
4,winnipeg,72.6,LABOR-RESTRICTIONS,Lack of labor restrictions,float,,,,,
5,winnipeg,0.6705,LABOR-RESTRICTIONS-TELESCORE,Lack of labor restrictions [Teleport score],float,,,,,
6,winnipeg,1.5,TIME-TO-OPEN-BUSINESS,Time to open a business,float,,,,,
7,winnipeg,1.0,TIME-TO-OPEN-BUSINESS-TELESCORE,Time to open a business [Teleport score],float,,,,,
0,winnipeg,0.6321,POPULATION-SIZE,Urban area population (millions),float,,,,,
1,winnipeg,8039.48828125,POPULATION-UA-CENTER-DENSITY,Population density in people/sq km in UA center.,float,,,,,
2,winnipeg,708.5375013787545,POPULATION-UA-DENSITY,Population density in people/sq km over full UA as defined by bounding box.,float,,,,,
0,winnipeg,12.9,WEATHER-AV-DAY-LENGTH,Average day length (hours),float,,,,,
1,winnipeg,,WEATHER-AVERAGE-HIGH,Average high temperature (Celsius),string,,8,,,
2,winnipeg,,WEATHER-AVERAGE-LOW,Average low temperature (Celsius),string,,-2,,,
3,winnipeg,13.5,WEATHER-SUNSHINE-AMOUNT,Average daily solar radiation (Mj/m²),float,,,,,
4,winnipeg,,WEATHER-TYPE,Weather type,string,,Warm Summer Continental Climate,,,
0,winnipeg,0.5882,CONSUMER-PRICE-INDEX-TELESCORE,Inflation [Teleport score],float,,,,,
1,winnipeg,,COST-APPLES,A kilogram of Apples,currency_dollar,,,2.9,,
2,winnipeg,,COST-BREAD,Bread,currency_dollar,,,0.89,,
3,winnipeg,,COST-CAPPUCCINO,A Cappuccino,currency_dollar,,,3.6,,
4,winnipeg,,COST-CINEMA,Movie ticket,currency_dollar,,,9.2,,
5,winnipeg,,COST-FITNESS-CLUB,Monthly fitness club membership,currency_dollar,,,40.0,,
6,winnipeg,,COST-IMPORT-BEER,A beer,currency_dollar,,,2.9,,
7,winnipeg,,COST-PUBLIC-TRANSPORT,Monthly public transport,currency_dollar,,,66.0,,
8,winnipeg,,COST-RESTAURANT-MEAL,Lunch,currency_dollar,,,14.0,,
9,winnipeg,,COST-TAXI,5km taxi ride,currency_dollar,,,7.5,,
10,winnipeg,,RESTAURANT-PRICE-INDEX,Price of a meal at a restaurant,currency_dollar,,,61.94,,
0,winnipeg,0.4605,CULTURE-ART-GALLERIES-TELESCORE,Art galleries [Teleport score],float,,,,,
1,winnipeg,,CULTURE-ART-GALLERIES-VENUE-COUNT,Art galleries,int,,,,58.0,
2,winnipeg,0.4102,CULTURE-CINEMA-TELESCORE,Cinemas [Teleport score],float,,,,,
3,winnipeg,,CULTURE-CINEMAS-VENUE-COUNT,Cinemas,int,,,,12.0,
4,winnipeg,0.6083,CULTURE-COMEDY-CLUBS-TELESCORE,Comedy clubs [Teleport score],float,,,,,
5,winnipeg,,CULTURE-COMEDY-CLUBS-VENUE-COUNT,Comedy clubs,int,,,,5.0,
6,winnipeg,0.5937,CULTURE-CONCERTS-TELESCORE,Concerts [Teleport score],float,,,,,
7,winnipeg,,CULTURE-CONCERTS-VENUE-COUNT,Concert venues,int,,,,62.0,
8,winnipeg,0.5819,CULTURE-HISTORICAL-SITES-TELESCORE,Historical sites [Teleport score],float,,,,,
9,winnipeg,,CULTURE-HISTORICAL-SITES-VENUE-COUNT,Historical sites,int,,,,18.0,
10,winnipeg,0.3557,CULTURE-MUSEUMS-TELESCORE,Museums [Teleport score],float,,,,,
11,winnipeg,,CULTURE-MUSEUMS-VENUE-COUNT,Museums,int,,,,22.0,
12,winnipeg,0.4029,CULTURE-PERFORMING-ARTS-TELESCORE,Performing arts [Teleport score],float,,,,,
13,winnipeg,,CULTURE-PERFORMING-ARTS-VENUE-COUNT,Performing art venues,int,,,,72.0,
14,winnipeg,0.6002,CULTURE-SPORTS-TELESCORE,Sports [Teleport score],float,,,,,
15,winnipeg,,CULTURE-SPORTS-VENUE-COUNT,Sport venues,int,,,,26.0,
16,winnipeg,0.6533,CULTURE-ZOOS-TELESCORE,Zoos [Teleport score],float,,,,,
17,winnipeg,,CULTURE-ZOOS-VENUE-COUNT,Zoos,int,,,,5.0,
0,winnipeg,,CURRENCY-URBAN-AREA,Currency for urban area,string,,CAD,,,
1,winnipeg,1.2676461121,CURRENCY-URBAN-AREA-EXCHANGE-RATE,Currency exchange rate per US dollar for urban area,float,,,,,
2,winnipeg,,GDP-GROWTH-RATE,GDP growth rate,percent,0.02532,,,,
3,winnipeg,0.4499,GDP-GROWTH-RATE-TELESCORE,GDP growth rate [Teleport score],float,,,,,
4,winnipeg,,GDP-PER-CAPITA,GDP per capita,currency_dollar,,,44843.442,,
5,winnipeg,0.7182,GDP-PER-CAPITA-TELESCORE,GDP per capita [Teleport score],float,,,,,
0,winnipeg,,PISA-DETAIL-HAPPINESS,Percent of happy students,percent,0.7924683349556274,,,,
1,winnipeg,,PISA-DETAIL-MATH-HIGH-PERFORMERS,Percent of top performers in PISA math test,percent,0.16395889881368156,,,,
2,winnipeg,,PISA-DETAIL-MATH-LOW-PERFORMERS,Percent of low performers in PISA math test,percent,0.13828946464512126,,,,
3,winnipeg,515.4297028079022,PISA-DETAIL-MATH-MEAN-SCORES,Country mean scores in PISA math test,float,,,,,
4,winnipeg,,PISA-DETAIL-READING-HIGH-PERFORMERS,Percent of top performers in PISA reading test,percent,0.12856778143607905,,,,
5,winnipeg,,PISA-DETAIL-READING-LOW-PERFORMERS,Percent of low performers in PISA reading test,percent,0.10894788089799351,,,,
6,winnipeg,523.1240029666766,PISA-DETAIL-READING-MEAN-SCORES,Country mean scores in PISA reading test,float,,,,,
7,winnipeg,,PISA-DETAIL-SCIENCE-HIGH-PERFORMERS,Percent of top performers in PISA science test,percent,0.11311272404470786,,,,
8,winnipeg,,PISA-DETAIL-SCIENCE-LOW-PERFORMERS,Percent of low performers in PISA science test,percent,0.10422230388408599,,,,
9,winnipeg,525.4412921426247,PISA-DETAIL-SCIENCE-MEAN-SCORES,Country mean scores in PISA science test,float,,,,,
10,winnipeg,,PISA-MATHS-RANKING,PISA math ranking (high school),int,,,,9.0,
11,winnipeg,,PISA-RANKING,PISA ranking,int,,,,5.0,
12,winnipeg,0.9665,PISA-RANKING-TELESCORE,PISA ranking (high school) [Teleport score],float,,,,,
13,winnipeg,,PISA-READING-RANKING,PISA reading (high school),int,,,,2.0,
14,winnipeg,,PISA-SCIENCE-RANKING,PISA science (high school),int,,,,6.0,
15,winnipeg,0.1023,QUALITY-OF-UNIVERSITIES-TELESCORE,University quality [Teleport score],float,,,,,
16,winnipeg,,UNIVERSITIES-BEST-RANKED-NAME,Best university in ranking,string,,University of Manitoba,,,
17,winnipeg,,UNIVERSITIES-BEST-RANKED-RANK,Best university ranking,int,,,,450.0,
0,winnipeg,0.9068,HEALTHCARE-COST-TELESCORE,Healthcare expenditure [Teleport score],float,,,,,
1,winnipeg,82.1746,HEALTHCARE-LIFE-EXPECTANCY,Life expectancy (years),float,,,,,
2,winnipeg,0.929,HEALTHCARE-LIFE-EXPECTANCY-TELESCORE,Life expectancy [Teleport score],float,,,,,
3,winnipeg,0.7274,HEALTHCARE-QUALITY-TELESCORE,Healthcare quality [Teleport score],float,,,,,
0,winnipeg,,APARTMENT-RENT-LARGE,Large apartment,currency_dollar,,,1100.0,,
1,winnipeg,,APARTMENT-RENT-MEDIUM,Medium apartment,currency_dollar,,,910.0,,
2,winnipeg,,APARTMENT-RENT-SMALL,Small apartment,currency_dollar,,,720.0,,
3,winnipeg,0.7616,RENT-INDEX-TELESCORE,Rent index [Teleport score],float,,,,,
0,winnipeg,,ELDERLY-PEOPLE,Percent of elderly people (65+ years) in country,percent,0.001818,,,,
1,winnipeg,81.9,LIFE-EXPECTANCY,Life expectancy at birth in country,float,,,,,
2,winnipeg,42.0,MEDIAN-AGE,Median age in country,float,,,,,
3,winnipeg,,UNEMPLOYMENT-RATE,Unemployment rate in country,percent,0.0007099999999999999,,,,
0,winnipeg,,EMPLOYER-SOCIAL-TAXES-CAP-OTHER,Maximum amount paid by employer as other social taxes per employee,currency_dollar,,,82.0,,
1,winnipeg,,EMPLOYER-SOCIAL-TAXES-CAP-SOC-SEC,Maximum amount paid by employer as social security taxes per employee,currency_dollar,,,156.0,,
2,winnipeg,,EMPLOYER-SOCIAL-TAXES-OTHER,Employer social taxes per employee,percent,0.02632,,,,
3,winnipeg,,EMPLOYER-SOCIAL-TAXES-SOC-SEC,Employer social security taxes per employee,percent,0.0495,,,,
4,winnipeg,,STARTUP-JOBS-AVAILABLE,Startup jobs available,int,,,,2.0,
5,winnipeg,0.1413,STARTUP-JOBS-AVAILABLE-TELESCORE,Startup job availability [Teleport score],float,,,,,
6,winnipeg,0.2989,STARTUP-SALARIES,Startup salary [Teleport score],float,,,,,
7,winnipeg,,STARTUP-SALARIES-DETAIL,Startup salary,currency_dollar,,,27327.0,,
0,winnipeg,,ENGLISH-SKILLS-DETAIL,English skills,int,,,,100.0,
1,winnipeg,1.0,ENGLISH-SKILLS-TELESCORE,English skills [Teleport score],float,,,,,
2,winnipeg,,SPOKEN-LANGUAGES,Spoken languages,string,,"English, French",,,
0,winnipeg,,LGBT-DETAIL-ADOPTION,LGBT adoption rights,string,,✔ Legal,,,
1,winnipeg,,LGBT-DETAIL-AGE-OF-CONSENT,LGBT age of consent,string,,✖ Unequal,,,
2,winnipeg,,LGBT-DETAIL-CHANGING-GENDER,LGBT gender changing rights,string,,Varies by Region,,,
3,winnipeg,,LGBT-DETAIL-CONVERSION-THERAPY,LGBT conversion therapy regulations,string,,Varies by Region,,,
4,winnipeg,,LGBT-DETAIL-DISCRIMINATION,LGBT discrimination legality,string,,Illegal in some contexts,,,
5,winnipeg,,LGBT-DETAIL-DONATING-BLOOD,LGBT blood donation regulations,string,,✖ Banned (5-year deferral),,,
6,winnipeg,,LGBT-DETAIL-EMPLOYMENT-DISCRIMINATION,LGBT employment discrimination legality,string,,Sexual orientation only,,,
7,winnipeg,,LGBT-DETAIL-HOMOSEXUALITY,LGBT homosexuality rights,string,,✔ Legal,,,
8,winnipeg,,LGBT-DETAIL-HOUSING-DISCRIMINATION,LGBT housing discrimination legality,string,,Varies by Region,,,
9,winnipeg,,LGBT-DETAIL-MARRIAGE,LGBT marriage rights,string,,✔ Legal,,,
10,winnipeg,,LGBT-DETAIL-OPINION-PERCENT-IN-FAVOR,Homosexuality acceptance (percent of the surveyed population in favor),percent,0.8,,,,
11,winnipeg,82.02,LGBT-INDEX,LGBT Equality Index,float,,,,,
12,winnipeg,0.8369,LGBT-INDEX-TELESCORE,LGBT Equality Index [Teleport score],float,,,,,
13,winnipeg,0.4949,TOLERANCE-TOWARDS-MINORITIES-TELESCORE,Tolerance towards minorities [Teleport score],float,,,,,
0,winnipeg,34.3775,NETWORK-DOWNLOAD,Download speed (Mbps),float,,,,,
1,winnipeg,0.5128,NETWORK-DOWNLOAD-TELESCORE,Internet access (download) [Teleport score],float,,,,,
2,winnipeg,10.83,NETWORK-UPLOAD,Upload speed (Mbps),float,,,,,
3,winnipeg,0.4677,NETWORK-UPLOAD-TELESCORE,Internet access (upload) [Teleport score],float,,,,,
0,winnipeg,239.0,ELEVATION,Urban area elevation (meters),float,,,,,
1,winnipeg,259.5,ELEVATION-PEAKS,Median peak in meters,float,,,,,
2,winnipeg,0.1614,ELEVATION-PEAKS-TELESCORE,Elevation (hills or mountains) [Teleport score],float,,,,,
3,winnipeg,0.6872,SEASIDE-ACCESS-TELESCORE,Water access [Teleport score],float,,,,,
0,winnipeg,0.7345,AIR-POLLUTION-TELESCORE,Air quality [Teleport score],float,,,,,
1,winnipeg,0.4539,CLEANLINESS-TELESCORE,Cleanliness [Teleport score],float,,,,,
2,winnipeg,0.4858,DRINKING-WATER-QUALITY-TELESCORE,Drinking water quality [Teleport score],float,,,,,
3,winnipeg,0.5957,URBAN-GREENERY-TELESCORE,Urban greenery [Teleport score],float,,,,,
0,winnipeg,0.37,CRIME-RATE-TELESCORE,Crime rate [Teleport score],float,,,,,
1,winnipeg,,GUN-DEATH-RATE,"Gun-related deaths per 100,000 residents per year",int,,,,1.97,
2,winnipeg,0.9478,GUN-DEATH-SCORE-TELESCORE,Lack of gun related deaths [Teleport score],float,,,,,
3,winnipeg,,GUN-OWNERSHIP,Guns per 100 residents,int,,,,30.8,
4,winnipeg,0.8331,GUN-OWNERSHIP-SCORE-TELESCORE,Lack of guns [Teleport score],float,,,,,
5,winnipeg,0.8905,GUN-SCORE-TELESCORE,Lack of guns and gun-related deaths [Teleport score],float,,,,,
0,winnipeg,0.2992,COWORKING-SPACES-TELESCORE,Coworking spaces [Teleport score],float,,,,,
1,winnipeg,,EVENTS-COUNT,Startup events,int,,,,147.0,
2,winnipeg,,EVENTS-LAST-12-MONTHS,Number of startup events in the last 12 months,int,,,,215.0,
3,winnipeg,0.7286,EVENTS-TELESCORE,Startup events [Teleport score],float,,,,,
4,winnipeg,,FUNDERBEAM-TOTAL-STARTUPS,Total number of startups,int,,,,96.0,
5,winnipeg,,MEETUPS-DETAIL-TOTAL-EVENTS,Number of upcoming meetup events,int,,,,15.0,
6,winnipeg,,MEETUPS-GROUPS,Meetups groups,int,,,,35.0,
7,winnipeg,,MEETUPS-MEMBERS,Meetups members,int,,,,11555.0,
8,winnipeg,0.1904,MEETUPS-TELESCORE,Meetups [Teleport score],float,,,,,
9,winnipeg,,STARTUP-CLIMATE-INVESTORS,Number of investors,int,,,,4.0,
10,winnipeg,,STARTUP-CLIMATE-NEW-STARTUPS,Average monthly increase in number of startups,int,,,,2.0,
11,winnipeg,0.2702,STARTUP-CLIMATE-NEW-STARTUPS-TELESCORE,Average monthly increase in number of startups [Teleport score],float,,,,,
12,winnipeg,0.3614,STARTUP-CLIMATE-SCENE-TELESCORE,Startup climate scene [Teleport score],float,,,,,
13,winnipeg,0.4891,STARTUP-CLIMATE-STARTUPS-TELESCORE,Startups [Teleport score],float,,,,,
14,winnipeg,,WORKFROM-COWORKING-SPACES-COUNT,Coworking spaces on WorkFrom.co,int,,,,3.0,
0,winnipeg,,COMPANY-PROFIT-TAX-RATE,Profit tax (%% of profit),percent,0.21,,,,
1,winnipeg,0.9574,COMPANY-PROFIT-TAX-RATE-TELESCORE,Effective company profit tax rate on payouts as dividends [Teleport score],float,,,,,
2,winnipeg,0.4975,INCOME-TAX-TELESCORE,Income tax level [Teleport score],float,,,,,
3,winnipeg,,TAX-VAT,VAT (Sales Tax),percent,0.05,,,,
4,winnipeg,,TIME-OVERHEAD-COMPANY-TAXES,Time overhead to file company taxes,int,,,,131.0,
0,winnipeg,,HUMAN-CITIES-PAGE-URLS,Human city page,url,,,,,http://cities.human.co/details/Canada/Winnipeg
1,winnipeg,0.7144,TRAFFIC-INDEX-TELESCORE,Traffic handling [Teleport score],float,,,,,
0,edmonton,81.8,BUSINESS-FREEDOM,Business freedom,float,,,,,
1,edmonton,0.8027,BUSINESS-FREEDOM-TELESCORE,Business freedom [Teleport score],float,,,,,
2,edmonton,81.0,CORRUPTION-FREEDOM,Freedom from corruption,float,,,,,
3,edmonton,0.8871,CORRUPTION-FREEDOM-TELESCORE,Freedom from corruption [Teleport score],float,,,,,
4,edmonton,72.6,LABOR-RESTRICTIONS,Lack of labor restrictions,float,,,,,
5,edmonton,0.6705,LABOR-RESTRICTIONS-TELESCORE,Lack of labor restrictions [Teleport score],float,,,,,
6,edmonton,1.5,TIME-TO-OPEN-BUSINESS,Time to open a business,float,,,,,
7,edmonton,1.0,TIME-TO-OPEN-BUSINESS-TELESCORE,Time to open a business [Teleport score],float,,,,,
0,edmonton,0.8538,POPULATION-SIZE,Urban area population (millions),float,,,,,
1,edmonton,755.6934204101562,POPULATION-UA-CENTER-DENSITY,Population density in people/sq km in UA center.,float,,,,,
2,edmonton,948.7730487062315,POPULATION-UA-DENSITY,Population density in people/sq km over full UA as defined by bounding box.,float,,,,,
0,edmonton,13.0,WEATHER-AV-DAY-LENGTH,Average day length (hours),float,,,,,
1,edmonton,76.8,WEATHER-AV-NUMBER-RAINY-DAYS,Average number of rainy days per year,float,,,,,
2,edmonton,,WEATHER-AV-POSSIBILITY-SUNSHINE,Average annual percent chance of sunshine,percent,0.49,,,,
3,edmonton,,WEATHER-AVERAGE-HIGH,Average high temperature (Celsius),string,,8.9,,,
4,edmonton,,WEATHER-AVERAGE-LOW,Average low temperature (Celsius),string,,-3.7,,,
5,edmonton,13.1,WEATHER-SUNSHINE-AMOUNT,Average daily solar radiation (Mj/m²),float,,,,,
6,edmonton,,WEATHER-TYPE,Weather type,string,,Warm Summer Continental Climate,,,
0,edmonton,0.5522,CONSUMER-PRICE-INDEX-TELESCORE,Inflation [Teleport score],float,,,,,
1,edmonton,,COST-APPLES,A kilogram of Apples,currency_dollar,,,3.4,,
2,edmonton,,COST-BREAD,Bread,currency_dollar,,,1.2,,
3,edmonton,,COST-CAPPUCCINO,A Cappuccino,currency_dollar,,,3.6,,
4,edmonton,,COST-CINEMA,Movie ticket,currency_dollar,,,11.0,,
5,edmonton,,COST-FITNESS-CLUB,Monthly fitness club membership,currency_dollar,,,48.0,,
6,edmonton,,COST-IMPORT-BEER,A beer,currency_dollar,,,2.4,,
7,edmonton,,COST-PUBLIC-TRANSPORT,Monthly public transport,currency_dollar,,,72.0,,
8,edmonton,,COST-RESTAURANT-MEAL,Lunch,currency_dollar,,,15.0,,
9,edmonton,,COST-TAXI,5km taxi ride,currency_dollar,,,7.7,,
10,edmonton,,RESTAURANT-PRICE-INDEX,Price of a meal at a restaurant,currency_dollar,,,70.06,,
0,edmonton,0.5636,CULTURE-ART-GALLERIES-TELESCORE,Art galleries [Teleport score],float,,,,,
1,edmonton,,CULTURE-ART-GALLERIES-VENUE-COUNT,Art galleries,int,,,,80.0,
2,edmonton,0.5162,CULTURE-CINEMA-TELESCORE,Cinemas [Teleport score],float,,,,,
3,edmonton,,CULTURE-CINEMAS-VENUE-COUNT,Cinemas,int,,,,47.0,
4,edmonton,0.663,CULTURE-COMEDY-CLUBS-TELESCORE,Comedy clubs [Teleport score],float,,,,,
5,edmonton,,CULTURE-COMEDY-CLUBS-VENUE-COUNT,Comedy clubs,int,,,,16.0,
6,edmonton,0.5742,CULTURE-CONCERTS-TELESCORE,Concerts [Teleport score],float,,,,,
7,edmonton,,CULTURE-CONCERTS-VENUE-COUNT,Concert venues,int,,,,95.0,
8,edmonton,0.404,CULTURE-HISTORICAL-SITES-TELESCORE,Historical sites [Teleport score],float,,,,,
9,edmonton,,CULTURE-HISTORICAL-SITES-VENUE-COUNT,Historical sites,int,,,,54.0,
10,edmonton,0.3908,CULTURE-MUSEUMS-TELESCORE,Museums [Teleport score],float,,,,,
11,edmonton,,CULTURE-MUSEUMS-VENUE-COUNT,Museums,int,,,,29.0,
12,edmonton,0.4681,CULTURE-PERFORMING-ARTS-TELESCORE,Performing arts [Teleport score],float,,,,,
13,edmonton,,CULTURE-PERFORMING-ARTS-VENUE-COUNT,Performing art venues,int,,,,97.0,
14,edmonton,0.6199,CULTURE-SPORTS-TELESCORE,Sports [Teleport score],float,,,,,
15,edmonton,,CULTURE-SPORTS-VENUE-COUNT,Sport venues,int,,,,43.0,
16,edmonton,0.632,CULTURE-ZOOS-TELESCORE,Zoos [Teleport score],float,,,,,
17,edmonton,,CULTURE-ZOOS-VENUE-COUNT,Zoos,int,,,,4.0,
0,edmonton,,CURRENCY-URBAN-AREA,Currency for urban area,string,,CAD,,,
1,edmonton,1.2676461121,CURRENCY-URBAN-AREA-EXCHANGE-RATE,Currency exchange rate per US dollar for urban area,float,,,,,
2,edmonton,,GDP-GROWTH-RATE,GDP growth rate,percent,0.02532,,,,
3,edmonton,0.4499,GDP-GROWTH-RATE-TELESCORE,GDP growth rate [Teleport score],float,,,,,
4,edmonton,,GDP-PER-CAPITA,GDP per capita,currency_dollar,,,44843.442,,
5,edmonton,0.7182,GDP-PER-CAPITA-TELESCORE,GDP per capita [Teleport score],float,,,,,
0,edmonton,,PISA-DETAIL-HAPPINESS,Percent of happy students,percent,0.7924683349556274,,,,
1,edmonton,,PISA-DETAIL-MATH-HIGH-PERFORMERS,Percent of top performers in PISA math test,percent,0.16395889881368156,,,,
2,edmonton,,PISA-DETAIL-MATH-LOW-PERFORMERS,Percent of low performers in PISA math test,percent,0.13828946464512126,,,,
3,edmonton,515.4297028079022,PISA-DETAIL-MATH-MEAN-SCORES,Country mean scores in PISA math test,float,,,,,
4,edmonton,,PISA-DETAIL-READING-HIGH-PERFORMERS,Percent of top performers in PISA reading test,percent,0.12856778143607905,,,,
5,edmonton,,PISA-DETAIL-READING-LOW-PERFORMERS,Percent of low performers in PISA reading test,percent,0.10894788089799351,,,,
6,edmonton,523.1240029666766,PISA-DETAIL-READING-MEAN-SCORES,Country mean scores in PISA reading test,float,,,,,
7,edmonton,,PISA-DETAIL-SCIENCE-HIGH-PERFORMERS,Percent of top performers in PISA science test,percent,0.11311272404470786,,,,
8,edmonton,,PISA-DETAIL-SCIENCE-LOW-PERFORMERS,Percent of low performers in PISA science test,percent,0.10422230388408599,,,,
9,edmonton,525.4412921426247,PISA-DETAIL-SCIENCE-MEAN-SCORES,Country mean scores in PISA science test,float,,,,,
10,edmonton,,PISA-MATHS-RANKING,PISA math ranking (high school),int,,,,9.0,
11,edmonton,,PISA-RANKING,PISA ranking,int,,,,5.0,
12,edmonton,0.9665,PISA-RANKING-TELESCORE,PISA ranking (high school) [Teleport score],float,,,,,
13,edmonton,,PISA-READING-RANKING,PISA reading (high school),int,,,,2.0,
14,edmonton,,PISA-SCIENCE-RANKING,PISA science (high school),int,,,,6.0,
15,edmonton,0.2231,QUALITY-OF-UNIVERSITIES-TELESCORE,University quality [Teleport score],float,,,,,
16,edmonton,,UNIVERSITIES-BEST-RANKED-NAME,Best university in ranking,string,,University of Alberta,,,
17,edmonton,,UNIVERSITIES-BEST-RANKED-RANK,Best university ranking,int,,,,107.0,
0,edmonton,0.9068,HEALTHCARE-COST-TELESCORE,Healthcare expenditure [Teleport score],float,,,,,
1,edmonton,82.1746,HEALTHCARE-LIFE-EXPECTANCY,Life expectancy (years),float,,,,,
2,edmonton,0.929,HEALTHCARE-LIFE-EXPECTANCY-TELESCORE,Life expectancy [Teleport score],float,,,,,
3,edmonton,0.8432,HEALTHCARE-QUALITY-TELESCORE,Healthcare quality [Teleport score],float,,,,,
0,edmonton,,APARTMENT-RENT-LARGE,Large apartment,currency_dollar,,,1200.0,,
1,edmonton,,APARTMENT-RENT-MEDIUM,Medium apartment,currency_dollar,,,1100.0,,
2,edmonton,,APARTMENT-RENT-SMALL,Small apartment,currency_dollar,,,980.0,,
